stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Dev\Microsoft Visual Studio\workspace\Engine2D\Debug\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.08726] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08734] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08741] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08748] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08754] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08762] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08769] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08775] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08782] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08788] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08794] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08800] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08807] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08816] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08824] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08832] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08839] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08845] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08852] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08858] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08865] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08878] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08885] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08891] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08899] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08906] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08914] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08922] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08930] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08937] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.08944] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08950] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08958] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08966] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08974] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08981] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.08987] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.08994] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09000] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09009] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09017] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09024] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09031] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09037] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09046] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09054] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09062] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09070] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09078] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09085] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09093] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09100] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09111] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09117] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09125] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09133] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09139] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09146] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09152] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09158] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09165] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09173] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09182] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09188] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09197] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09205] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.09212] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09220] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09227] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09234] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09242] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09250] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09257] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09263] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09269] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09277] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09284] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09291] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09299] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.09307] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.09314] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.09326] Trying format 0.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.09397] Chose a display format: 23
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.09407] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.11933] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:849  d3d_create_device                [   0.14541] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:857  d3d_create_device                [   0.14555] Success
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.14570] Resumed after wait.
d3d      I         d3d_disp.cpp:1734 d3d_create_display_internals     [   0.14581] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1765 d3d_create_display_internals     [   0.14589] Returning d3d_display: 0310C260
d3d      D         d3d_disp.cpp:1790 d3d_create_display_locked        [   0.14597] al_display=0310C260
d3d      D         d3d_disp.cpp:1791 d3d_create_display_locked        [   0.14604] al_display->vt=0310C180
system   D            wsystem.c:799  maybe_parent_dir                 [   0.14630] Also searching C:\Dev\Microsoft Visual Studio\workspace\Engine2D\
system   D            wsystem.c:854  _al_win_safe_load_library        [   0.14652] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:760  load_library_at_path             [   0.14660] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:763  load_library_at_path             [   0.14796] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.14806] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.14888] added dtor for timer 00D09428, func 7AAB1695
